# Number of vertices:
960
# Edge list:
599,461
97,735
311,756
293,24
614,634
781,121
765,915
584,7
327,458
56,178
292,274
554,724
828,943
619,845
0,379
931,859
878,839
116,722
413,577
552,664
460,646
101,72
869,531
21,909
496,497
534,926
911,296
341,843
845,734
81,219
570,395
816,929
797,259
365,155
289,542
53,255
135,638
331,505
260,8
214,275
857,12
191,206
766,426
301,832
384,650
512,34
591,749
13,158
349,695
703,167
302,250
477,351
502,572
794,649
939,189
380,394
626,454
885,131
609,709
946,375
954,841
263,480
356,42
706,400
735,430
620,269
463,690
15,39
896,677
450,608
321,265
732,872
893,855
782,730
418,688
745,344
204,693
464,225
75,759
581,766
897,698
176,1
127,514
711,389
79,855
455,667
741,473
801,235
485,822
242,184
69,738
421,30
594,445
547,402
177,521
558,46
644,90
256,120
85,510
950,355
399,18
162,37
705,286
938,592
270,70
548,728
652,597
652,598
760,149
26,636
674,526
675,109
264,732
444,103
154,451
300,293
594,246
891,171
896,847
557,321
716,742
172,748
470,588
818,642
606,773
698,726
723,146
49,214
208,55
66,483
764,553
622,787
929,683
148,242
320,476
457,142
809,367
245,305
43,651
346,752
329,440
385,83
25,551
371,522
398,942
833,283
700,287
217,161
607,181
30,605
808,757
838,526
889,411
120,798
778,18
493,241
824,577
922,633
520,335
948,297
812,678
930,634
259,196
224,574
498,28
568,615
799,651
295,194
388,500
513,122
893,791
934,373
821,24
438,344
614,313
835,917
527,278
481,530
836,494
638,955
436,556
785,234
957,450
459,932
393,304
340,560
843,236
131,198
222,511
375,162
632,661
307,675
94,611
928,630
887,596
126,751
243,803
606,229
458,384
33,761
325,133
444,618
887,222
29,111
939,900
647,362
129,128
240,525
621,485
310,882
944,478
297,525
357,625
262,846
331,393
173,840
205,437
60,94
933,396
201,23
209,453
518,603
67,771
959,689
531,441
793,699
802,78
819,244
642,110
407,19
808,148
434,200
784,67
213,900
573,620
913,447
536,282
86,688
249,119
268,171
713,945
707,372
684,59
59,456
184,923
600,580
725,226
705,671
381,838
600,731
433,6
58,368
237,392
324,48
781,388
380,927
363,187
693,806
755,109
503,239
383,724
127,442
860,537
420,598
475,391
563,750
723,52
499,60
400,958
954,665
377,882
301,324
488,4
216,326
124,2
515,902
81,590
947,516
145,137
876,812
624,493
601,782
285,438
905,747
580,409
428,586
733,747
774,861
850,483
888,759
401,717
230,946
257,786
507,474
193,610
126,464
271,245
125,756
553,920
192,169
599,429
411,883
188,327
282,101
694,660
495,687
561,312
130,185
139,736
394,941
523,940
567,957
613,521
480,674
725,401
135,936
49,333
159,561
43,617
622,785
114,815
57,391
260,800
658,442
144,539
378,722
708,671
211,869
788,856
868,267
947,881
377,432
910,106
613,511
832,715
854,65
110,279
33,11
423,829
514,89
216,210
810,271
303,826
505,457
38,743
99,117
413,243
776,280
656,646
212,353
804,277
796,751
923,870
284,469
899,569
777,877
115,872
257,348
623,921
383,236
795,88
897,669
533,948
841,637
713,170
335,683
710,467
680,29
550,378
360,956
99,459
929,93
439,292
108,804
62,814
685,142
63,93
486,496
75,168
508,500
529,22
530,195
709,621
486,819
369,495
453,113
660,412
87,950
567,319
953,749
750,919
74,265
533,828
203,232
211,507
462,445
631,448
742,917
152,857
670,249
452,854
456,219
903,876
824,168
517,682
403,154
489,76
534,41
906,266
163,190
358,555
780,690
41,535
435,369
663,775
538,0
585,731
441,736
208,341
305,201
151,66
306,267
959,421
160,118
910,8
31,419
508,299
755,2
35,901
414,678
430,571
528,492
716,54
825,919
595,20
906,830
36,772
285,866
374,220
410,202
912,667
72,617
643,515
795,61
288,685
107,454
694,206
36,918
618,96
662,437
852,612
894,362
789,193
190,156
842,834
65,339
318,25
576,353
743,905
615,928
240,251
139,655
91,473
251,770
469,945
221,273
943,602
562,741
158,349
884,253
844,415
476,499
262,878
494,165
958,647
275,774
630,74
147,288
364,844
807,157
518,325
198,492
830,298
926,703
892,880
88,695
182,343
730,113
862,80
253,588
800,329
578,941
640,309
583,452
207,487
679,178
822,387
692,585
47,851
12,894
714,908
951,342
911,100
873,173
179,550
95,105
418,938
98,286
605,780
300,449
402,122
40,657
462,673
767,182
68,875
769,491
517,21
276,861
448,38
151,549
247,512
174,884
601,842
955,898
215,542
859,753
519,825
852,805
729,102
37,19
754,608
788,339
212,205
597,826
811,587
345,233
783,701
465,506
870,229
555,114
850,702
227,226
833,481
409,635
779,810
639,256
336,374
739,472
55,809
851,883
263,863
258,23
137,663
368,347
105,672
504,629
853,767
763,510
183,291
237,129
351,834
223,179
858,509
187,771
431,227
69,527
543,141
482,390
648,475
311,907
258,940
185,404
317,183
640,232
359,801
627,479
691,586
345,877
9,417
745,925
320,467
428,659
519,886
145,657
130,406
498,937
398,484
604,806
174,77
103,163
161,783
564,196
764,80
603,82
682,513
472,699
535,416
26,73
172,848
729,408
11,506
914,758
276,166
83,382
624,338
814,310
697,566
365,912
821,545
186,28
558,52
356,62
370,234
522,279
164,149
697,509
886,524
313,291
343,582
932,596
794,50
82,390
548,602
641,813
191,874
579,566
738,427
395,350
252,936
296,13
784,951
922,306
423,554
290,661
490,863
746,431
347,920
924,71
181,564
737,930
544,376
942,719
516,789
881,405
261,710
44,864
829,817
209,664
952,112
446,551
700,290
27,92
668,864
228,927
188,544
636,666
228,223
337,901
616,539
42,890
915,799
238,762
576,648
903,91
61,744
255,134
281,589
718,847
303,304
659,718
422,468
540,860
827,443
775,925
116,357
387,150
909,404
447,715
706,100
5,10
405,849
167,607
831,399
879,248
892,20
210,656
197,546
328,501
54,587
837,330
627,807
791,433
281,16
557,35
4,520
170,143
420,712
250,294
58,625
721,565
873,719
763,471
645,273
5,633
867,233
839,868
199,302
17,68
427,489
98,389
45,440
541,283
849,294
397,632
677,478
687,425
831,871
203,308
429,666
853,797
953,474
40,63
680,570
616,119
629,952
218,637
823,189
482,31
132,326
239,342
123,235
711,451
328,503
908,571
180,924
217,662
676,426
569,403
177,231
644,140
367,354
87,793
696,51
773,591
169,355
136,502
805,7
649,17
330,768
15,856
84,490
907,740
175,746
207,70
360,439
529,50
880,532
879,752
466,108
466,610
153,669
152,312
628,816
575,338
397,334
277,46
820,192
461,194
654,681
408,153
684,96
44,396
913,623
274,366
811,323
352,914
770,308
424,867
545,180
443,132
143,465
560,147
549,363
768,272
95,71
918,891
704,348
48,97
284,717
252,463
813,582
501,858
419,385
64,726
803,949
124,904
532,89
921,889
417,579
287,754
254,107
758,435
166,578
254,315
776,64
361,337
376,728
436,359
543,707
934,468
425,280
146,818
790,200
484,737
528,668
112,654
727,77
653,643
272,639
477,574
727,497
446,416
317,689
10,248
102,231
504,225
523,714
575,57
318,835
935,692
136,138
316,778
53,865
199,278
757,777
361,635
956,195
865,631
115,762
106,9
846,47
221,156
836,104
875,157
186,823
289,244
611,562
73,890
78,315
215,720
760,686
609,604
379,670
